chr	peakStart	peakEnd	Gene ID	Gene Name	control score	treat score	fold change	p-value	q-value
chr6	166322051	166322125	ENSG00000112541	PDE10A	0.8218511057020496	0.832601483827259	1.0130806882787193	0.1576250925600275	0.47435532549754755
chr6	31795651	31795750	ENSG00000204388	HSPA1B	0.7463354765390199	0.7533836908522575	1.0094437615989023	0.15924833742651562	0.47811795920560424
chr6	144086451	144086575	ENSG00000112419	PHACTR2	0.9268690445589876	0.9329081032105666	1.0065155468154108	0.15971126281436593	0.4783874741308811
chr6	82456126	82456300	ENSG00000112773	FAM46A	0.9132716163185535	0.9175105341038554	1.0046414644992354	0.16484753021289558	0.49262129075275557
chr6	52269351	52269375	ENSG00000170915	PAQR8	0.5098599247978847	0.5472783788887471	1.0733896748321523	0.16515614713812912	0.49239576890949194
chr6	41903376	41903400	ENSG00000112576	CCND3	0.9360745128869122	0.9315607921938491	0.9951780326983346	0.16533650767885003	0.49178979778256554
chr6	42658826	42658950	ENSG00000024048	UBR2	0.9608293310868347	0.9565989155294614	0.9955971207159257	0.16728039350661975	0.4964200566562188
chr6	21595951	21596175	ENSG00000124766	SOX4	0.8935824084021977	0.8975296104203024	1.0044172781167018	0.17028439851262675	0.5041676648803406
chr6	142688776	142688950	ENSG00000112414	GPR126	0.9303583946012877	0.9340304361675842	1.0039469107685863	0.17253489725962198	0.5096537748544594
chr6	47682601	47682650	ENSG00000153294	GPR115	0.7664532352682227	0.7520392800508877	0.981193953454589	0.1730980229478728	0.5101417595843055
chr6	31627801	31627975	ENSG00000204439	C6orf47	0.850795501753273	0.858654108935899	1.009236775660463	0.17383349315281246	0.5111342619768476
chr6	82459926	82460175	ENSG00000112773	FAM46A	0.9400169369599297	0.9426437762895415	1.0027944595744276	0.17724831939046154	0.5199824838868917
chr6	133849901	133849975	ENSG00000112319	EYA4	0.8864898687767315	0.8959484392882386	1.010669688221659	0.18424029635240846	0.5392604107849033
chr6	12163701	12163725	ENSG00000095951	HIVEP1	0.6206897718127089	0.641355390920887	1.0332946023064384	0.18670722774826878	0.545236141169204
chr6	133850101	133850150	ENSG00000112319	EYA4	0.8698180634230888	0.8776891969988755	1.0090491723577348	0.18671524377230084	0.5440203239002038
chr6	33423801	33423850	ENSG00000213588	ZBTB9	0.6791398466743881	0.6903450457841592	1.016499104219316	0.1867272678083489	0.5428216719508011
chr6	32940101	32940125	ENSG00000204256	BRD2	0.7209275543011355	0.7329863542292577	1.0167267846209762	0.1873124375626878	0.5432908256908728
chr6	3023776	3023875	ENSG00000271361	HTATSF1P2	0.7646412460816401	0.7530054880284847	0.9847827224691551	0.18743668593518442	0.5424239985754096
chr6	30558526	30559100	ENSG00000204574	ABCF1	0.9297306413048789	0.9283634818445659	0.998529510161788	0.197558920281643	0.5704291346870863
chr6	11190526	11190625	ENSG00000111859	NEDD9	0.9175930058286274	0.9217375344183348	1.004516739516737	0.19962104246388532	0.575088036940901
chr6	47681676	47681700	ENSG00000153294	GPR115	0.8088193927396318	0.8208597159232539	1.0148862938892194	0.19993366740113486	0.5746972233368943
chr6	43323276	43323300	ENSG00000171467	ZNF318	0.609246980042116	0.630583795888574	1.0350216193849382	0.2041821601381161	0.585596262409541
chr6	4954376	4954500	ENSG00000153046	CDYL	0.8658743694423422	0.8720076473621176	1.0070833346455623	0.20603586569552534	0.5895937049590703
chr6	166322451	166322475	ENSG00000112541	PDE10A	0.8476261270754952	0.858990190814593	1.013406929513023	0.2071240409578748	0.5913875735144666
chr6	42855001	42855025	ENSG00000146223	RPL7L1	0.8492224632310863	0.861590717425579	1.0145642098861052	0.20845670495320145	0.5938699905555651
chr6	82459701	82459775	ENSG00000112773	FAM46A	0.869107978897202	0.8764473063436532	1.0084446669742508	0.2086490895299704	0.5931000726772108
chr6	127608601	127608625	ENSG00000118518	RNF146	0.8211831628526295	0.8316795400958373	1.01278201711631	0.21418415412409406	0.6074869150156826
chr6	149731026	149731150	ENSG00000055208	TAB2	0.7839741427212854	0.7914271755190821	1.009506732928622	0.21972322673023373	0.6218215820489175
chr6	56458701	56458725	ENSG00000151914	DST	0.7795780021231855	0.7967987571305553	1.0220898421459674	0.2206370534698863	0.6230323844678287
chr6	166315451	166315475	ENSG00000112541	PDE10A	0.7672477192175132	0.7813285809029936	1.0183524321191086	0.22312402492582672	0.6286703295712305
chr6	158928276	158928300	ENSG00000130338	TULP4	0.67016850805538	0.680931591452749	1.01606026434844	0.22448274099925752	0.631111565704053
chr6	7586201	7586225	ENSG00000096696	DSP	0.7699191239929001	0.7783642395890321	1.0109688346904993	0.2298254210166122	0.64471813948205
chr6	7584151	7584325	ENSG00000096696	DSP	0.8989755769931413	0.8951851159491312	0.9957835772839476	0.23137451766080394	0.6476465756357
chr6	86388251	86388275	ENSG00000203875	SNHG5	0.6593114341507925	0.6726268978296787	1.0201960150987472	0.23205387569751934	0.648133047155163
chr6	17765001	17765075	ENSG00000137177	KIF13A	0.8744034351708077	0.8805100914134112	1.0069837971775701	0.23250076903730557	0.6479695345778821
chr6	170102401	170102425	ENSG00000185127	C6orf120	0.4101666239116571	0.3906140791305312	0.9523302393679473	0.2410719027335644	0.670399521267743
chr6	53429051	53429100	ENSG00000001084	GCLC	0.5975797760616068	0.5790993405234015	0.9690745298309759	0.24489955420886353	0.6795697586488378
chr6	64421526	64421725	ENSG00000118482	PHF3	0.8513006410075237	0.8563829996564937	1.0059701102103658	0.24703582461340218	0.6840171212837616
chr6	36463551	36463700	ENSG00000112079	STK38	0.8896720711714039	0.8854192327957818	0.9952197685940366	0.24913401890378867	0.688340112574692
chr6	151687601	151687675	ENSG00000181472	ZBTB2	0.8511406623314846	0.8581583816580199	1.0082450758577461	0.24958892826760695	0.6881139914818756
chr6	31599076	31599200	ENSG00000204469	PRRC2A	0.916409227698265	0.9196650505246061	1.0035528044981812	0.2508694881067253	0.6901602655639955
chr6	111694951	111695000	ENSG00000009413	REV3L	0.7595360672470961	0.7503037778404509	0.98784483080559	0.25167309451593733	0.6908884521829373
chr6	170103526	170103625	ENSG00000185127	C6orf120	0.9258517789133685	0.9302142032424864	1.0047117955902596	0.2524225927629331	0.6914653075258125
chr6	3019651	3019750	ENSG00000124588	NQO2	0.7674998936716025	0.7592997236193666	0.9893157378654379	0.25265706146587025	0.6906318823011635
chr6	170103301	170103500	ENSG00000185127	C6orf120	0.9051828886484901	0.9078981135172141	1.0029996422853045	0.25384142901660417	0.6923930042538012
chr6	150004651	150004700	ENSG00000131023	LATS1	0.7145085102067089	0.7239997853966676	1.0132836419082158	0.25539052566079595	0.6951393925629309
chr6	32096876	32096900	ENSG00000204315	FKBPL	0.6966353006716166	0.6818189098528629	0.9787314957992088	0.25831036241446653	0.7015972131681062
chr6	154727176	154727200	ENSG00000153721	CNKSR3	0.858099183036451	0.8480379848104946	0.9882750171252301	0.26174322470618766	0.7094182115715276
chr6	12161901	12161925	ENSG00000095951	HIVEP1	0.7426061631245748	0.7624101399765817	1.0266682096586432	0.26235845455064677	0.7095855247551248
chr6	166321001	166321125	ENSG00000112541	PDE10A	0.8616194765401007	0.8701570409605549	1.009908741216874	0.2636510384258132	0.7115802763408264
chr6	166319726	166319750	ENSG00000112541	PDE10A	0.6965807712105245	0.715892023217893	1.027722918583884	0.26393761128495863	0.710857179973355
chr6	149699251	149699450	ENSG00000055208	TAB2	0.9203374381192971	0.922690248223411	1.0025564646255418	0.2643364084805526	0.710438733065133
chr6	56406176	56406225	ENSG00000151914	DST	0.657292683198717	0.674496431111506	1.026173648897272	0.2643684725766808	0.7090384557391313
chr6	160873076	160873150	ENSG00000146477	SLC22A3	0.8067218304601615	0.8150798468516431	1.010360468845518	0.26766706646586524	0.7163865954263867
chr6	149912501	149912575	ENSG00000055211	GINM1	0.7897290314415767	0.7984462446759025	1.0110382332259122	0.268410552694837	0.7168798511557938
chr6	24596351	24596375	ENSG00000137261	KIAA0319	0.7717920167433394	0.7837837399561878	1.0155375061580045	0.2687953218483749	0.7164149742403672
chr6	166322201	166322250	ENSG00000112541	PDE10A	0.8544883659340253	0.8629304430846918	1.0098796864734825	0.27498569640711784	0.7313934912737035
chr6	90573476	90573500	ENSG00000118412	CASP8AP2	0.7627614034631685	0.7768857377767758	1.0185173689301512	0.2765548331113897	0.7340440911983469
chr6	168363601	168363625	ENSG00000130396	MLLT4	0.7928091602453271	0.7744014222855524	0.9767816280603032	0.27910994077160245	0.7392953389859387
chr6	11213826	11213900	ENSG00000111859	NEDD9	0.8825404788993302	0.8879305923788353	1.0061074971725121	0.2807913018123228	0.742215358604944
chr6	28245126	28245150	ENSG00000197062	RP5-874C20.3	0.6177935211936171	0.6298019148289304	1.0194375519058736	0.2863664465266067	0.7553946182039296
chr6	127767876	127767925	ENSG00000214338	SOGA3	0.6898947543305513	0.6763864434175467	0.9804197512327623	0.2875828781734688	0.7570456875120882
chr6	166337001	166337125	ENSG00000112541	PDE10A	0.9287945156597178	0.9331579972221061	1.0046980053056074	0.28880331783234686	0.7587005193874359
chr6	31628151	31628325	ENSG00000204439	C6orf47	0.8807309293321356	0.886057257645472	1.006047622646085	0.2903924945966988	0.7613152925827564
chr6	43305701	43305750	ENSG00000171467	ZNF318	0.8301180048765232	0.8378596750952163	1.0093259875984073	0.2951780609438267	0.7722821921020119
chr6	170104401	170104475	ENSG00000185127	C6orf120	0.9007415495547965	0.9060511450584543	1.0058946936624409	0.2958794630466302	0.7725406754089205
chr6	12121326	12121400	ENSG00000095951	HIVEP1	0.7419420579689048	0.7511758661520842	1.0124454572752721	0.2977972967962958	0.7759677530342505
chr6	31130726	31130800	ENSG00000137310	TCF19	0.8646983459688427	0.8582576373220512	0.9925514965111041	0.3020758496233972	0.7855197550044527
chr6	30153551	30153650	ENSG00000234127	TRIM26	0.8956250758836896	0.8999179052852224	1.0047931098817184	0.30263897531164796	0.785391024999054
chr6	28097701	28097750	ENSG00000196812	ZSCAN16	0.681038064511566	0.6683870515248029	0.9814239267289174	0.3057251445639834	0.7917972430929834
chr6	34256451	34256550	ENSG00000272325	NUDT3	0.9506045810008097	0.946905187700847	0.9961083784215852	0.3085568050533016	0.7975198066095416
chr6	75994301	75994400	ENSG00000112697	TMEM30A	0.8752432958338346	0.8785107786938638	1.0037332280927858	0.30876922969015064	0.7964630834261028
chr6	151686401	151686450	ENSG00000181472	ZBTB2	0.7537849008969373	0.7641037329679119	1.013689358938732	0.30896361827292756	0.7953641739475765
chr6	52532276	52532300	ENSG00000216775	RP1-152L7.5	0.7352872091584901	0.7187103597941739	0.9774552730445456	0.30961492022553083	0.7954435425433478
chr6	17629101	17629150	ENSG00000124789	NUP153	0.8277446436217327	0.8342765818223402	1.0078912479240307	0.3098714329945561	0.794510354198042
chr6	18121526	18121550	ENSG00000187566	NHLRC1	0.6945942794403905	0.666928706948518	0.9601701693913148	0.31014197380563746	0.7936167872631281
chr6	39073076	39073175	ENSG00000112167	SAYSD1	0.8799445743674784	0.8737121438760503	0.9929172465255461	0.31021011000990983	0.7922098825352678
chr6	41874501	41874575	ENSG00000124641	MED20	0.7532497690172457	0.7610202356244097	1.0103159229870087	0.31033636238841444	0.7909566930058595
chr6	138584551	138584575	ENSG00000112379	KIAA1244	0.8625578735632008	0.8471168873760405	0.9820986084987271	0.3122141160179198	0.7941636839979628
chr6	76023576	76023600	ENSG00000118407	FILIP1	0.6969398363068904	0.710348561342129	1.019239429771	0.3136890644398152	0.7963354071521644
chr6	56967551	56967625	ENSG00000112200	ZNF451	0.7894474976294376	0.7968629367036933	1.009393201063431	0.3138353568783999	0.7951322678223492
chr6	32939976	32940000	ENSG00000204256	BRD2	0.8056775053412765	0.8114205300715582	1.0071281929707707	0.3289074860646432	0.831675339516514
chr6	165746176	165746375	ENSG00000112541	PDE10A	0.9278533848687736	0.9309992072387882	1.0033904304508836	0.34256478700923143	0.8645040491059738
chr6	150183026	150183075	ENSG00000120256	LRP11	0.6051401679988595	0.6165953489799222	1.0189297977342073	0.3457571685799914	0.8708461495472474
chr6	64395401	64395525	ENSG00000118482	PHF3	0.9175163322407506	0.9204238420841473	1.0031688916493682	0.3480998516033551	0.875027470108826
chr6	107361626	107361700	ENSG00000130349	C6orf203	0.7735984412045361	0.7804627557123872	1.008873226912354	0.34953271589908225	0.8769098665021986
chr6	30867851	30867875	ENSG00000204580	DDR1	0.8392966344871865	0.8466635371947866	1.0087774719984446	0.3534585636687739	0.8850271066862658
chr6	111912476	111912525	ENSG00000056972	TRAF3IP2	0.818661046011498	0.8113323943975745	0.9910480025284841	0.3568012456901346	0.8916553547266132
chr6	166321301	166321400	ENSG00000112541	PDE10A	0.8284215418909614	0.8353552315187566	1.0083697601730253	0.35809182555929303	0.8931395337879643
chr6	2841201	2841250	ENSG00000021355	SERPINB1	0.6283772342546184	0.6205242421236348	0.9875027424564499	0.35963891819747673	0.8952564915129422
chr6	143660926	143660950	ENSG00000146416	AIG1	0.8501059279210695	0.8560716183929746	1.0070175848396847	0.3598513428343258	0.8940492664992358
chr6	10983726	10983800	ENSG00000197977	ELOVL2	0.8868657536872373	0.8911180753205411	1.0047947748750297	0.3600076553029506	0.8927075707899084
chr6	158613151	158613175	ENSG00000272047	GTF2H5	0.47260390894029747	0.459719023975785	0.9727363978148134	0.3602521440359278	0.8915892831159449
chr6	28358251	28358300	ENSG00000158691	ZSCAN12	0.7605125114575626	0.7492124373336149	0.985141501351121	0.3654284915546177	0.9026576612196915
chr6	28358326	28358350	ENSG00000158691	ZSCAN12	0.6460482623821614	0.632625034366786	0.9792225615376161	0.3654665676687699	0.9010156533680058
chr6	2839951	2839975	ENSG00000021355	SERPINB1	0.09558961870575908	0.11302976913675512	1.1824481640070117	0.37131024918812705	0.9136655267930497
chr6	27420001	27420025	ENSG00000096654	ZNF184	0.689454982113529	0.7029772232033126	1.0196129427454872	0.37495152810468124	0.9208579674908072
chr6	170626526	170626575	ENSG00000112584	FAM120B	0.8083509695516208	0.8140235435836837	1.0070174642522038	0.37504972439907375	0.9193379477621655
chr6	75965801	75965900	ENSG00000112697	TMEM30A	0.883900617958468	0.8874300605980522	1.0039930310805032	0.3760817874931989	0.9201084953554982
chr6	121769351	121769375	ENSG00000152661	GJA1	0.6650624718086995	0.6774558437747064	1.0186348989626521	0.3808212617021426	0.9299292523850415
chr6	28093301	28093350	ENSG00000196812	ZSCAN16	0.601983658641919	0.587317901789634	0.9756376163343516	0.38100963826689555	0.9286204491600002
chr6	31130626	31130650	ENSG00000137310	TCF19	0.7475625529816331	0.7324170060216741	0.9797400941238277	0.3825647469291113	0.930641376780115
chr6	12296026	12296125	ENSG00000078401	EDN1	0.8230730090675948	0.8278496496954316	1.005803422752555	0.38397556715875036	0.9323043126846932
chr6	153332776	153332800	ENSG00000091844	RGS17	0.8742948140172412	0.8664077965680101	0.9909789955026823	0.3860737614491368	0.935626771602634
chr6	52530076	52530100	ENSG00000216775	RP1-152L7.5	0.749845945403627	0.7371851599231383	0.9831154845097232	0.39048257466675884	0.9445257749486506
chr6	7883001	7883125	ENSG00000239264	TXNDC5	0.9336352305506974	0.9351993443292739	1.001675294298453	0.39292545799052303	0.948644891043033
chr6	43589001	43589075	ENSG00000172432	GTPBP2	0.8842705853843565	0.8895168938071873	1.005932922014533	0.3951499046594142	0.9522221386717462
chr6	31130501	31130575	ENSG00000137310	TCF19	0.8647944209630147	0.8588105513402112	0.9930805871571882	0.3978412847281716	0.9569090563255459
chr6	144144801	144144925	ENSG00000112419	PHACTR2	0.8419086330806027	0.847680773879571	1.0068560180667676	0.3978953928903879	0.9552469919203694
chr6	150182176	150182200	ENSG00000120256	LRP11	0.48321630702063895	0.4922540995955113	1.018703409722649	0.3980817654491328	0.9539080809453986
chr6	21597301	21597375	ENSG00000124766	SOX4	0.8297901025035366	0.8341077975749425	1.0052033581243969	0.3995066137208279	0.9555363410263086
chr6	18121651	18121725	ENSG00000187566	NHLRC1	0.7180128335061462	0.7090789694781146	0.9875575148365991	0.4012360709057406	0.9578857409705017
chr6	30153151	30153200	ENSG00000234127	TRIM26	0.76108605280547	0.7691361703960387	1.010577145069069	0.40361482603724846	0.9617736189214731
chr6	47682176	47682200	ENSG00000153294	GPR115	0.7934986155974051	0.7834547258687703	0.9873422718941066	0.4093863633403173	0.9737167306164874
chr6	168352801	168352875	ENSG00000130396	MLLT4	0.8309315556396432	0.8247665558718931	0.9925806166273173	0.411123836549262	0.97603844158547
chr6	158517926	158517950	ENSG00000078269	SYNJ2	0.7829088050857648	0.7910226888281333	1.0103637661112774	0.41128014901788673	0.9746047154176171
chr6	3851326	3851375	ENSG00000145945	FAM50B	0.7877713433830907	0.7960991025724318	1.0105712898283117	0.4139815491166843	0.9791962102723049
chr6	33424426	33424450	ENSG00000213588	ZBTB9	0.8105127843644775	0.801395300372407	0.9887509683154233	0.4210797383970557	0.9941514265654243
chr6	64422826	64423000	ENSG00000118482	PHF3	0.8978298619364667	0.9004921748315772	1.0029652755026084	0.42125208291374455	0.992730092454817
chr6	158927826	158927850	ENSG00000130338	TULP4	0.6984346546303207	0.6840126857820259	0.979351011934068	0.4309735160586011	1.0
chr6	99849376	99849400	ENSG00000132424	PNISR	0.7945862461676922	0.7863317136353151	0.9896115335846939	0.4312841369898427	1.0
chr6	75963551	75963650	ENSG00000112697	TMEM30A	0.8961302417591894	0.8981020715718876	1.0022003830702413	0.43221199177155134	1.0
chr6	49519376	49519425	ENSG00000197261	C6orf141	0.6692539474390276	0.657330029845141	0.9821832689377258	0.43382321260199136	1.0
chr6	33287326	33287350	ENSG00000204209	DAXX	0.884295632898642	0.8793863264457854	0.994448342533634	0.4395847298750202	1.0
chr6	43752601	43752675	ENSG00000112715	VEGFA	0.8265715007746858	0.8327849341725422	1.0075171154486127	0.4398292186079974	1.0
chr6	90346151	90346175	ENSG00000083099	LYRM2	0.7528993001928312	0.7638695343298328	1.0145706525881906	0.44200356512668826	1.0
chr6	26091276	26091350	ENSG00000010704	HFE	0.811838597115947	0.8178532808958884	1.007408718680423	0.4484404324244164	1.0
chr6	114182076	114182175	ENSG00000155130	MARCKS	0.8920525321920543	0.8942791951714352	1.002496111942992	0.4495466437408379	1.0
chr6	1314526	1314625	ENSG00000164379	FOXQ1	0.7913218340429968	0.7865930957641408	0.9940242540071261	0.45039033027021014	1.0
chr6	28196051	28196075	ENSG00000137185	ZSCAN9	0.7439289102338131	0.7353962839419221	0.9885303203377198	0.45273301329357385	1.0
chr6	166320301	166320325	ENSG00000112541	PDE10A	0.852230020241663	0.8596039090265964	1.008652463078973	0.45283120958796635	1.0
chr6	1610876	1610950	ENSG00000054598	FOXC1	0.8417844215292969	0.847089272587107	1.0063019116559233	0.45434022611199787	1.0
chr6	26414276	26414300	ENSG00000026950	BTN3A1	0.8242832738915944	0.8100365063561165	0.9827161753892976	0.45615585555525495	1.0
chr6	80223276	80223325	ENSG00000135338	LCA5	0.8245737922228505	0.8309337493717144	1.0077130236357852	0.45749653557461367	1.0
chr6	133847276	133847300	ENSG00000112319	EYA4	0.8066183685508708	0.8128110531732242	1.007677341434065	0.4659354048743438	1.0
chr6	150005151	150005200	ENSG00000131023	LATS1	0.7923159648802763	0.7856040053145951	0.9915286831728861	0.46659873086299514	1.0
chr6	27418876	27418950	ENSG00000096654	ZNF184	0.7888818678072075	0.7838241391588008	0.9935887376110377	0.4706127548970392	1.0
chr6	71234126	71234150	ENSG00000082269	FAM135A	0.7954789096625297	0.7873641489138519	0.9897988989398596	0.4791618445272099	1.0
chr6	151161926	151161950	ENSG00000120278	PLEKHG1	0.7750816875267736	0.783942037067419	1.0114315041668938	0.4810816822828835	1.0
chr6	138584201	138584250	ENSG00000112379	KIAA1244	0.8440451799716556	0.8380158817170856	0.9928566640771854	0.48289530772013256	1.0
chr6	149983176	149983225	ENSG00000131023	LATS1	0.7462415163494078	0.7510576177566659	1.0064538105985021	0.4831017203389576	1.0
chr6	12126001	12126025	ENSG00000095951	HIVEP1	0.7189639966858502	0.7293811612689246	1.0144891324615608	0.48411975539102664	1.0
chr6	111688401	111688450	ENSG00000009413	REV3L	0.6548981912097387	0.6666875603365029	1.0180018349187783	0.48461875288702116	1.0
chr6	150004926	150004975	ENSG00000131023	LATS1	0.8442606418127669	0.8485087641461089	1.0050317664035842	0.48653658663668675	1.0
chr6	160169926	160169950	ENSG00000112096	SOD2	0.57871041216185	0.586198012151773	1.0129384227975993	0.48882315749182614	1.0
chr6	7584926	7585025	ENSG00000096696	DSP	0.8044297796992559	0.8076284869466491	1.0039763660273606	0.4896548199851503	1.0
chr6	82459576	82459675	ENSG00000112773	FAM46A	0.9444051805370948	0.9463539231680379	1.0020634603357796	0.49016383751118486	1.0
chr6	36842526	36842600	ENSG00000137168	PPIL1	0.5889769415783496	0.5816841831018306	0.9876179219224173	0.49104359614870124	1.0
chr6	17764551	17764800	ENSG00000137177	KIF13A	0.9380600220862177	0.9389902394303321	1.0009916394710496	0.4912720528336144	1.0
chr6	42906626	42906900	ENSG00000137161	CNPY3	0.9155373903449399	0.9140411398826179	0.9983657134289642	0.4913782651520389	1.0
chr6	145948451	145948475	ENSG00000112425	EPM2A	0.8491679906732215	0.8421217173853949	0.9917021444929404	0.4936748560372184	1.0
chr6	42196251	42196325	ENSG00000124496	TRERF1	0.7268406161794886	0.7325120642997318	1.0078028772663452	0.497789080371663	1.0
chr6	105609801	105609900	ENSG00000132429	POPDC3	0.868536306807966	0.8728328562353662	1.0049468852294625	0.4990997003009015	1.0
chr6	35543351	35543425	ENSG00000096060	FKBP5	0.8893244634517744	0.8860318230012529	0.9962975937513946	0.5039373708042376	1.0
chr6	37336376	37336400	ENSG00000112130	RNF8	0.7425032145837009	0.7343506766716494	0.9890201984962147	0.5052720388055724	1.0
chr6	109802626	109802650	ENSG00000112365	ZBTB24	0.745428286144928	0.7366735764855563	0.9882554635743062	0.5059213367521675	1.0
chr6	28269076	28269150	ENSG00000137338	PGBD1	0.8620269915534192	0.857586425639992	0.9948486927243135	0.5061477894310727	1.0
chr6	1613926	1613950	ENSG00000054598	FOXC1	0.8563624155923786	0.8619571611339434	1.0065331516653433	0.5062319576834091	1.0
chr6	128411076	128411100	ENSG00000152894	PTPRK	0.7849603123532932	0.7777637717534343	0.9908319688440249	0.5068952836720605	1.0
chr6	56472326	56472400	ENSG00000151914	DST	0.8616005036970504	0.858019029471691	0.9958432310450241	0.5070756442127814	1.0
chr6	31526026	31526075	ENSG00000204498	NFKBIL1	0.8527557717509371	0.8580674312686706	1.0062288168473221	0.5079854629404179	1.0
chr6	43555101	43555150	ENSG00000170734	POLH	0.6749352401846871	0.6830665162415214	1.0120474907409032	0.5083622160699238	1.0
chr6	2841351	2841500	ENSG00000021355	SERPINB1	0.6944192694293594	0.6888876966233031	0.9920342463846058	0.5088612135659183	1.0
chr6	12120526	12120600	ENSG00000095951	HIVEP1	0.7783702999771236	0.7736001155400586	0.9938715744457295	0.5091918745572399	1.0
chr6	36178101	36178175	ENSG00000096070	BRPF3	0.8361684829077091	0.8312803070868738	0.9941540778912917	0.5133662190719248	1.0
chr6	158517026	158517525	ENSG00000078269	SYNJ2	0.9245586605155294	0.9261650825721334	1.0017375014968852	0.5148752355959563	1.0
chr6	41065201	41065275	ENSG00000124596	OARD1	0.9011035120506353	0.9048711387951845	1.0041811253581459	0.516813109405702	1.0
chr6	75963926	75964025	ENSG00000112697	TMEM30A	0.9320512072282113	0.9331392107653959	1.0011673216329178	0.5175726276827378	1.0
chr6	32097326	32097375	ENSG00000204315	FKBPL	0.8022787934560042	0.8062675852110428	1.00497182748388	0.5201918635352069	1.0
chr6	33287501	33287525	ENSG00000204209	DAXX	0.8363031795325284	0.8418071741501072	1.0065813388640414	0.5202139076012949	1.0
chr6	142765151	142765200	ENSG00000112414	GPR126	0.9079492101527146	0.9108093363496402	1.0031500949226495	0.5210796381967553	1.0
chr6	4954226	4954300	ENSG00000153046	CDYL	0.7753900513913402	0.7797635704880287	1.0056404116726037	0.521426331236141	1.0
chr6	91226151	91226250	ENSG00000135341	MAP3K7	0.921392673814758	0.9238472071806064	1.0026639384440579	0.5218952686420154	1.0
chr6	82949901	82949950	ENSG00000005700	IBTK	0.919304804939805	0.9224162535967356	1.0033845669469055	0.5228752275799323	1.0
chr6	158365076	158365175	ENSG00000130340	SNX9	0.8819735640040562	0.8856099356352555	1.0041229939077658	0.5246026807588369	1.0
chr6	150181451	150181475	ENSG00000120256	LRP11	0.2520127116167088	0.24268372106335673	0.9629820635097934	0.5264363462561661	1.0
chr6	3105951	3106025	ENSG00000137275	RIPK1	0.7956671639217265	0.790935677355522	0.9940534349276351	0.5285124964804645	1.0
chr6	128841726	128841750	ENSG00000152894	PTPRK	0.8004628614725879	0.8053630848775977	1.0061217373608002	0.5287429571713856	1.0
chr6	7845476	7845550	ENSG00000153162	BMP6	0.8571646725626798	0.8611093925039989	1.0046020561364544	0.5298030763496229	1.0
chr6	28359001	28359025	ENSG00000158691	ZSCAN12	0.7953646168152848	0.7851513960516846	0.9871590707611625	0.5311738164591018	1.0
chr6	33171626	33171825	ENSG00000112473	SLC39A7	0.8667037884245351	0.8683169697126676	1.0018612833007974	0.5347990633275919	1.0
chr6	86322426	86322475	ENSG00000271793	RP11-321N4.5	0.7927993851647465	0.788169451363059	0.9941600184254364	0.5353561769978187	1.0
chr6	144145351	144145375	ENSG00000112419	PHACTR2	0.8516096284299807	0.856168828302991	1.0053536264983471	0.5393501609717826	1.0
chr6	31595826	31595900	ENSG00000204469	PRRC2A	0.9141137724566648	0.9163886573513532	1.002488623367499	0.5418792165538913	1.0
chr6	109802276	109802375	ENSG00000112365	ZBTB24	0.7769906816351286	0.7829703105313222	1.007695882379966	0.5431697964230496	1.0
chr6	139487851	139487925	ENSG00000112406	HECA	0.8502975576123375	0.8459168061208985	0.9948479782727586	0.5493341189036884	1.0
chr6	34985526	34985750	ENSG00000064999	ANKS1A	0.9047316179294491	0.9013801388037358	0.996295609593723	0.5495204914624334	1.0
chr6	56323751	56323875	ENSG00000151914	DST	0.9263097987590011	0.9285813818928428	1.0024522931063506	0.5496066637207778	1.0
chr6	7579801	7579825	ENSG00000096696	DSP	0.4655359300573674	0.4753680188466913	1.0211199354432479	0.5519393267141015	1.0
chr6	30259376	30259525	ENSG00000270604	HCG17	0.9304639882154927	0.9373234896242236	1.0073721299218539	0.5524623722821921	1.0
chr6	166353901	166354025	ENSG00000112541	PDE10A	0.9517872683764991	0.9536626861584997	1.0019704169663874	0.5557168780392003	1.0
chr6	121770351	121770425	ENSG00000152661	GJA1	0.808669568350437	0.8047375944753267	0.9951377249385914	0.5562920277634993	1.0
chr6	28956176	28956200	ENSG00000244349	HCG16	0.5962322171817505	0.575964474598631	0.9660069650732389	0.5569373176980784	1.0
chr6	74533326	74533425	ENSG00000156535	CD109	0.9687451334185248	0.9697899047857864	1.0010784790872445	0.5588832075318562	1.0
chr6	8413676	8413825	ENSG00000124786	SLC35B3	0.9099445943524084	0.9076160127905383	0.9974409633549971	0.5594182771359949	1.0
chr6	43400851	43400925	ENSG00000124574	ABCC10	0.8478391017360372	0.8518031496188977	1.0046754718846345	0.5602158715271829	1.0
chr6	3113576	3113600	ENSG00000137275	RIPK1	0.8142709089910428	0.8077518130361813	0.9919939471214324	0.560432304176048	1.0
chr6	144416101	144416250	ENSG00000169976	SF3B5	0.9059345357579134	0.9047878115090693	0.9987342084846288	0.5608711814918022	1.0
chr6	17764126	17764175	ENSG00000137177	KIF13A	0.5952870688808906	0.5854245757176089	0.9834323745989936	0.5609693777861946	1.0
chr6	116720751	116720825	ENSG00000111817	DSE	0.7031548017517847	0.6980982509173738	0.9928087658339054	0.5613822030238447	1.0
chr6	28268676	28268700	ENSG00000137338	PGBD1	0.7930220266717658	0.785170254241377	0.990098922644883	0.5615585555525495	1.0
